StudentID,Semester,Attendance,InternalMarks,AssignmentScore,StudyHours,Backlogs,Participation,MidtermMarks,FinalExamMarks,GPA,RiskLevel
926,7,81,23,16,19,0,95,42,89,7.53,Low Risk
927,6,97,24,19,22,0,93,43,84,9.42,Low Risk
928,4,87,22,17,19,0,70,49,77,8.88,Low Risk
929,3,87,29,16,17,0,88,41,97,8.94,Low Risk
930,3,84,24,15,21,0,66,44,81,8.2,Low Risk
931,2,84,22,16,19,0,81,49,82,7.56,Low Risk
932,3,80,24,16,16,0,89,44,85,8.9,Low Risk
933,1,95,22,15,20,0,61,35,75,9.1,Low Risk
934,6,89,29,16,23,0,67,46,79,7.66,Low Risk
935,6,85,27,16,21,0,71,37,83,8.59,Low Risk
936,7,95,28,16,23,0,72,39,78,7.86,Low Risk
937,7,88,28,18,16,0,84,47,71,8.92,Low Risk
938,2,82,27,17,24,0,65,41,85,8.76,Low Risk
939,3,82,23,15,18,0,71,39,72,7.99,Low Risk
940,6,83,26,15,16,0,71,47,78,8.16,Low Risk
941,5,95,29,17,20,0,95,45,92,9.1,Low Risk
942,5,82,29,18,24,0,75,44,86,9.43,Low Risk
943,3,81,29,16,20,0,90,37,77,7.79,Low Risk
944,3,93,29,15,15,0,62,40,95,9.3,Low Risk
945,6,80,26,17,24,0,65,41,81,8.47,Low Risk
946,5,96,28,17,22,0,62,46,76,9.08,Low Risk
947,6,84,22,19,19,0,94,45,86,8.25,Low Risk
948,7,80,28,19,17,0,87,46,80,7.79,Low Risk
949,2,87,22,17,17,0,61,41,74,9.15,Low Risk
950,5,99,26,19,18,0,97,38,87,7.75,Low Risk
951,1,85,22,15,17,0,92,35,88,9.22,Low Risk
952,3,91,29,15,23,0,94,46,99,7.65,Low Risk
953,6,86,26,15,20,0,62,46,90,9.37,Low Risk
954,5,87,27,15,22,0,83,36,89,8.59,Low Risk
955,2,99,25,19,24,0,98,43,83,9.34,Low Risk
956,6,95,28,18,23,0,99,36,92,7.7,Low Risk
957,5,97,28,18,15,0,64,40,85,8.93,Low Risk
958,2,96,23,18,24,0,64,46,92,8.36,Low Risk
959,2,97,26,19,15,0,92,43,90,9.37,Low Risk
960,1,90,22,16,18,0,89,37,90,8.49,Low Risk
961,5,97,28,15,21,0,99,36,78,8.17,Low Risk
962,5,96,24,17,20,0,94,42,74,8.56,Low Risk
963,1,83,23,16,22,0,80,45,96,9.06,Low Risk
964,5,96,29,17,24,0,75,42,99,8.21,Low Risk
965,1,97,24,18,15,0,91,43,75,8.42,Low Risk
966,4,81,22,18,19,0,97,37,89,9.05,Low Risk
967,1,80,26,19,16,0,74,47,95,9.14,Low Risk
968,2,86,27,16,22,0,90,47,79,8.04,Low Risk
969,6,87,25,16,22,0,86,43,96,9.35,Low Risk
970,2,93,23,19,24,0,68,46,72,9.48,Low Risk
971,4,89,27,17,19,0,87,37,80,9.5,Low Risk
972,7,96,29,18,21,0,78,46,84,8.07,Low Risk
973,5,84,28,19,16,0,85,46,71,8.74,Low Risk
974,4,83,27,16,20,0,82,45,95,8.57,Low Risk
975,4,81,24,19,19,0,77,41,99,8.52,Low Risk
976,6,89,24,15,17,0,70,49,81,8.58,Low Risk
977,5,86,27,18,21,0,84,39,79,8.95,Low Risk
978,3,95,27,19,18,0,91,36,92,8.24,Low Risk
979,4,93,29,15,23,0,94,39,90,7.78,Low Risk
980,1,87,24,15,15,0,90,36,75,8.55,Low Risk
981,3,91,25,18,16,0,61,49,92,8.52,Low Risk
982,7,93,25,15,20,0,83,40,96,7.79,Low Risk
983,5,85,23,17,20,0,83,35,87,9.18,Low Risk
984,1,90,25,18,21,0,82,39,71,8.54,Low Risk
985,2,82,25,19,24,0,87,45,87,8.13,Low Risk
986,4,87,23,19,19,0,67,38,96,9.36,Low Risk
987,1,96,23,16,23,0,96,36,76,8.91,Low Risk
988,4,86,27,18,19,0,97,38,79,9.06,Low Risk
989,1,86,27,18,19,0,62,46,84,8.26,Low Risk
990,4,98,29,18,22,0,62,41,76,8.83,Low Risk
991,7,93,23,16,17,0,68,37,87,7.84,Low Risk
992,5,89,22,18,23,0,78,41,92,8.07,Low Risk
993,3,87,23,18,17,0,78,49,97,8.83,Low Risk
994,7,93,22,16,17,0,89,40,72,7.88,Low Risk
995,2,90,29,16,20,0,65,45,96,8.11,Low Risk
996,5,81,22,16,15,0,69,36,81,8.81,Low Risk
997,5,80,28,18,22,0,78,45,70,8.93,Low Risk
998,1,87,29,19,15,0,67,43,79,8.4,Low Risk
999,7,82,23,19,20,0,79,36,94,8.09,Low Risk
1000,6,93,29,16,20,0,70,42,76,8.47,Low Risk
1001,1,73,20,14,10,1,47,26,64,7.21,Moderate Risk
1002,1,60,21,13,13,1,48,25,66,7.09,Moderate Risk
1003,5,64,16,12,8,0,40,28,64,6.12,Moderate Risk
1004,2,68,15,10,10,0,51,34,66,6.06,Moderate Risk
1005,3,63,21,14,9,1,46,32,57,6.62,Moderate Risk
1006,6,63,19,13,10,0,59,30,60,7.21,Moderate Risk
1007,4,75,21,14,10,1,40,34,56,6.78,Moderate Risk
1008,3,66,16,11,8,0,41,31,53,7.27,Moderate Risk
1009,4,76,16,14,14,0,57,32,64,6.09,Moderate Risk
1010,2,71,19,10,14,1,55,33,62,7.08,Moderate Risk
1011,5,64,16,12,13,0,52,33,68,6.37,Moderate Risk
1012,7,66,20,12,13,0,46,29,67,6.64,Moderate Risk
1013,1,79,17,10,13,0,49,32,59,6.66,Moderate Risk
1014,3,77,18,10,10,1,47,30,55,6.77,Moderate Risk
1015,1,63,16,13,11,1,56,33,56,6.64,Moderate Risk
1016,4,66,16,11,11,0,59,27,51,6.39,Moderate Risk
1017,6,64,16,10,13,1,59,30,60,6.38,Moderate Risk
1018,1,71,19,13,13,0,59,29,58,7.43,Moderate Risk
1019,5,75,20,12,11,0,53,31,54,6.81,Moderate Risk
1020,3,67,15,12,13,1,41,26,56,6.14,Moderate Risk
1021,6,73,21,10,12,0,45,28,51,7.47,Moderate Risk
1022,4,76,17,11,10,1,57,25,53,7.09,Moderate Risk
1023,2,70,20,12,8,1,54,26,53,6.78,Moderate Risk
1024,6,71,19,12,10,1,58,27,64,6.29,Moderate Risk
1025,2,79,17,10,8,1,52,34,56,6.62,Moderate Risk
1026,1,76,18,14,12,1,46,34,66,7.44,Moderate Risk
1027,7,60,21,11,10,0,51,27,53,7.16,Moderate Risk
1028,1,72,21,12,9,0,46,32,65,7.31,Moderate Risk
1029,2,66,17,14,13,0,41,31,64,6.81,Moderate Risk
1030,2,66,18,12,12,1,55,31,62,7.36,Moderate Risk
1031,5,71,18,12,14,1,47,29,51,6.35,Moderate Risk
1032,3,65,19,11,14,0,46,27,55,6.75,Moderate Risk
1033,3,66,16,12,11,1,45,25,54,6.5,Moderate Risk
1034,6,66,15,10,8,0,40,27,55,6.22,Moderate Risk
1035,4,70,15,10,12,0,59,25,69,6.39,Moderate Risk
1036,1,73,21,12,8,0,53,28,54,7.32,Moderate Risk
1037,1,61,21,14,11,1,45,28,62,6.98,Moderate Risk
1038,7,66,18,10,13,1,43,25,63,7.06,Moderate Risk
1039,4,67,17,10,10,0,41,30,59,7.0,Moderate Risk
1040,6,76,17,14,8,0,52,33,63,6.45,Moderate Risk
1041,7,78,21,10,13,0,55,25,57,6.8,Moderate Risk
1042,1,79,17,10,8,1,49,34,60,7.23,Moderate Risk
1043,4,71,17,12,9,0,52,29,55,7.01,Moderate Risk
1044,2,68,15,14,14,1,47,27,65,6.79,Moderate Risk
1045,6,62,16,10,11,1,43,34,61,6.11,Moderate Risk
1046,4,69,16,12,11,1,40,26,58,6.96,Moderate Risk
1047,1,68,16,13,9,1,54,27,60,6.74,Moderate Risk
1048,3,70,21,14,11,1,49,30,64,7.34,Moderate Risk
1049,2,66,21,11,9,1,48,32,51,6.36,Moderate Risk
1050,2,70,16,11,12,0,40,26,50,7.21,Moderate Risk
1051,5,79,19,14,11,0,51,30,69,6.23,Moderate Risk
1052,6,60,20,13,12,0,52,32,62,6.38,Moderate Risk
1053,2,61,20,10,8,0,58,27,60,6.78,Moderate Risk
1054,1,66,16,13,12,0,42,28,59,7.19,Moderate Risk
1055,6,71,21,11,13,1,49,34,68,6.54,Moderate Risk
1056,5,69,16,10,13,1,46,31,69,6.34,Moderate Risk
1057,6,61,20,10,8,0,59,29,68,6.99,Moderate Risk
1058,5,63,15,10,13,1,51,34,60,6.02,Moderate Risk
1059,6,78,20,14,8,0,44,31,68,7.12,Moderate Risk
1060,5,76,16,14,12,0,41,28,67,6.02,Moderate Risk
1061,2,63,19,13,12,0,52,26,51,6.21,Moderate Risk
1062,2,78,15,13,10,0,46,34,50,7.32,Moderate Risk
1063,1,74,21,12,8,0,48,34,58,6.88,Moderate Risk
1064,7,71,15,12,8,1,41,33,66,6.9,Moderate Risk
1065,4,65,19,11,8,1,53,28,53,6.92,Moderate Risk
1066,2,63,19,13,11,1,55,30,61,6.64,Moderate Risk
1067,6,69,19,14,14,1,49,34,56,6.53,Moderate Risk
1068,7,60,21,13,11,0,59,34,58,7.41,Moderate Risk
1069,6,75,15,11,14,0,49,30,69,6.6,Moderate Risk
1070,1,64,21,10,11,0,55,25,66,6.15,Moderate Risk
1071,6,70,18,11,10,0,56,33,59,7.24,Moderate Risk
1072,5,77,19,10,10,1,55,33,51,6.2,Moderate Risk
1073,4,63,20,11,8,0,48,30,61,6.78,Moderate Risk
1074,3,69,20,11,9,1,41,34,65,7.01,Moderate Risk
1075,5,67,16,14,14,0,51,32,59,7.36,Moderate Risk
1076,2,78,21,12,10,0,50,28,69,7.37,Moderate Risk
1077,1,77,16,11,9,1,48,27,59,6.46,Moderate Risk
1078,5,65,20,13,9,0,55,31,66,7.03,Moderate Risk
1079,3,76,20,14,10,1,47,31,68,7.22,Moderate Risk
1080,2,68,18,14,8,1,41,33,62,6.75,Moderate Risk
1081,5,61,17,10,9,1,47,34,54,7.15,Moderate Risk
1082,1,69,21,13,10,1,49,30,61,6.54,Moderate Risk
1083,3,61,17,14,8,0,57,28,64,7.13,Moderate Risk
1084,1,67,16,11,9,1,58,32,57,6.97,Moderate Risk
1085,3,71,21,10,11,0,53,27,58,6.72,Moderate Risk
1086,5,71,19,12,11,0,54,28,57,7.01,Moderate Risk
1087,4,67,20,13,10,0,59,28,53,6.82,Moderate Risk
1088,5,68,18,13,8,0,55,34,55,6.98,Moderate Risk
1089,7,78,17,10,12,0,41,34,62,7.22,Moderate Risk
1090,1,73,19,13,14,1,40,25,62,7.07,Moderate Risk
1091,7,75,16,10,10,1,59,27,61,7.33,Moderate Risk
1092,6,75,17,14,8,0,50,25,68,6.48,Moderate Risk
1093,6,71,21,11,14,1,53,25,62,6.99,Moderate Risk
1094,7,74,18,11,13,1,45,32,61,6.65,Moderate Risk
1095,7,79,20,10,10,1,59,25,57,6.53,Moderate Risk
1096,1,61,15,14,14,0,47,30,65,7.28,Moderate Risk
1097,5,74,15,12,13,1,53,28,67,6.61,Moderate Risk
1098,2,62,16,10,14,0,40,33,60,7.25,Moderate Risk
1099,7,78,15,14,14,0,54,29,61,7.01,Moderate Risk
1100,5,62,15,11,8,0,41,31,65,6.36,Moderate Risk
1101,4,78,18,10,13,1,40,26,68,7.19,Moderate Risk
1102,7,72,21,12,11,1,43,25,53,6.01,Moderate Risk
1103,1,69,18,13,13,0,52,26,61,6.23,Moderate Risk
1104,7,79,15,13,12,0,50,33,67,7.4,Moderate Risk
1105,1,62,18,10,13,0,56,33,57,7.24,Moderate Risk
1106,1,62,17,10,13,1,57,25,51,6.37,Moderate Risk
1107,1,75,21,11,14,1,55,32,64,6.9,Moderate Risk
1108,3,67,16,11,10,1,42,31,66,6.02,Moderate Risk
1109,7,63,20,14,9,0,40,28,50,6.84,Moderate Risk
1110,1,66,21,13,14,0,41,27,62,6.98,Moderate Risk
1111,3,74,16,10,10,1,48,28,50,6.19,Moderate Risk
1112,4,69,21,14,13,0,57,30,56,7.33,Moderate Risk
1113,4,73,18,11,13,1,54,31,58,6.37,Moderate Risk
1114,5,66,18,14,14,0,57,29,69,7.18,Moderate Risk
1115,4,63,21,10,14,1,52,32,61,7.18,Moderate Risk
1116,3,60,20,10,8,1,57,26,56,7.37,Moderate Risk
1117,6,66,21,11,10,0,52,33,56,7.1,Moderate Risk
1118,2,62,17,10,12,1,59,26,52,6.94,Moderate Risk
1119,6,72,19,10,11,0,40,29,51,6.41,Moderate Risk
1120,6,78,17,13,8,0,59,26,55,6.62,Moderate Risk
1121,4,78,15,12,12,1,45,34,62,7.23,Moderate Risk
1122,3,78,19,12,9,0,52,32,67,6.32,Moderate Risk
1123,2,76,18,13,12,0,43,34,52,6.89,Moderate Risk
1124,1,76,20,11,10,0,57,30,50,6.26,Moderate Risk
1125,7,62,21,13,8,0,58,32,55,7.42,Moderate Risk
1126,7,66,16,10,8,0,44,31,56,7.14,Moderate Risk
1127,4,66,16,10,14,1,52,32,55,6.22,Moderate Risk
1128,4,70,19,10,8,1,46,33,64,6.37,Moderate Risk
1129,3,72,16,13,12,0,49,28,66,7.42,Moderate Risk
1130,2,70,15,14,14,1,49,33,52,7.04,Moderate Risk
1131,6,74,16,13,9,1,44,30,56,7.29,Moderate Risk
1132,2,60,18,14,8,0,50,26,63,7.36,Moderate Risk
1133,2,76,18,11,12,0,48,30,50,7.0,Moderate Risk
1134,5,64,21,12,9,1,53,34,54,6.19,Moderate Risk
1135,2,66,16,11,9,0,52,25,50,6.91,Moderate Risk
1136,6,72,17,13,8,0,48,33,66,7.39,Moderate Risk
1137,1,74,15,13,12,1,45,33,50,6.74,Moderate Risk
1138,2,69,17,10,10,1,50,26,51,7.2,Moderate Risk
1139,1,73,18,14,8,0,51,28,67,7.25,Moderate Risk
1140,1,77,18,10,9,0,53,34,64,7.16,Moderate Risk
1141,3,79,20,14,13,1,41,25,58,6.37,Moderate Risk
1142,1,74,20,12,10,1,49,34,61,6.86,Moderate Risk
1143,1,72,17,14,12,1,49,31,53,6.4,Moderate Risk
1144,7,70,18,13,13,1,56,27,58,6.93,Moderate Risk
1145,5,70,17,12,12,1,56,27,53,6.24,Moderate Risk
1146,5,63,17,11,8,0,40,28,60,7.27,Moderate Risk
1147,1,67,20,14,12,0,52,26,59,6.95,Moderate Risk
1148,3,69,19,10,8,0,42,28,62,6.88,Moderate Risk
1149,1,78,19,11,12,0,41,26,67,6.49,Moderate Risk
1150,1,73,17,10,13,1,46,29,60,7.22,Moderate Risk
1151,1,65,17,10,8,1,56,31,54,6.88,Moderate Risk
1152,3,63,17,11,14,0,56,31,53,6.67,Moderate Risk
1153,4,60,19,12,12,1,57,28,52,6.27,Moderate Risk
1154,4,69,21,14,11,1,59,27,53,6.79,Moderate Risk
1155,4,62,16,11,14,1,40,27,61,7.26,Moderate Risk
1156,3,64,17,14,8,0,43,34,53,6.68,Moderate Risk
1157,2,60,20,12,14,0,48,31,53,6.98,Moderate Risk
1158,3,68,16,12,13,1,50,33,64,6.44,Moderate Risk
1159,3,60,18,14,13,0,53,25,63,6.92,Moderate Risk
1160,3,73,18,10,12,1,56,31,68,6.92,Moderate Risk
1161,1,60,19,14,13,0,55,33,65,6.6,Moderate Risk
1162,5,79,16,11,8,0,52,27,67,6.08,Moderate Risk
1163,1,78,21,14,12,0,41,25,54,7.44,Moderate Risk
1164,5,66,21,14,12,0,57,32,56,6.76,Moderate Risk
1165,1,67,21,13,11,1,44,25,54,7.19,Moderate Risk
1166,2,60,18,11,8,0,47,28,65,7.49,Moderate Risk
1167,7,77,20,13,9,1,40,34,58,6.08,Moderate Risk
1168,3,68,16,12,9,1,42,26,50,6.41,Moderate Risk
1169,1,72,16,14,10,0,54,30,60,6.68,Moderate Risk
1170,5,66,18,11,12,0,40,26,68,6.89,Moderate Risk
1171,2,68,16,14,13,0,45,28,69,7.06,Moderate Risk
1172,3,77,16,13,8,0,44,33,50,6.81,Moderate Risk
1173,4,73,17,14,14,0,51,32,57,6.08,Moderate Risk
1174,6,61,17,13,11,1,53,25,59,6.45,Moderate Risk
1175,6,63,17,13,12,0,55,28,50,7.01,Moderate Risk
1176,5,68,15,10,10,0,51,33,62,6.63,Moderate Risk
1177,2,60,15,13,13,0,44,26,66,6.18,Moderate Risk
1178,3,67,17,11,8,1,44,31,57,6.26,Moderate Risk
1179,2,60,21,11,12,0,46,30,58,6.32,Moderate Risk
1180,3,75,15,12,11,0,55,25,54,7.46,Moderate Risk
1181,1,72,19,13,8,0,42,25,67,6.56,Moderate Risk
1182,1,68,16,11,12,0,43,25,51,7.33,Moderate Risk
1183,5,73,17,11,12,0,49,33,62,6.5,Moderate Risk
1184,2,64,19,10,14,1,43,25,58,7.03,Moderate Risk
1185,2,70,19,12,8,0,51,28,62,7.08,Moderate Risk
1186,1,66,21,14,12,0,48,30,68,6.96,Moderate Risk
1187,2,69,19,14,12,1,52,32,60,7.48,Moderate Risk
1188,4,69,21,10,12,0,52,25,57,7.41,Moderate Risk
1189,7,63,17,12,12,1,46,26,60,6.25,Moderate Risk
1190,4,65,15,14,9,1,58,27,53,6.87,Moderate Risk
1191,1,68,17,12,12,1,55,28,50,6.42,Moderate Risk
1192,1,64,19,12,14,1,47,28,56,6.05,Moderate Risk
1193,7,63,20,12,14,0,48,29,62,6.55,Moderate Risk
1194,4,73,20,11,14,0,45,34,51,6.64,Moderate Risk
1195,5,78,16,13,10,0,47,30,65,7.35,Moderate Risk
1196,6,75,21,12,8,0,58,32,53,7.44,Moderate Risk
1197,1,61,21,14,12,1,58,32,63,6.24,Moderate Risk
1198,4,64,16,12,9,0,41,33,69,7.11,Moderate Risk
1199,2,69,15,13,8,1,48,28,58,7.33,Moderate Risk
1200,6,60,16,14,13,1,57,30,67,6.29,Moderate Risk
1201,7,75,19,12,11,0,46,25,67,6.42,Moderate Risk
1202,7,78,15,14,14,0,40,29,52,6.04,Moderate Risk
1203,3,64,21,12,12,0,49,26,55,6.05,Moderate Risk
1204,1,71,18,12,13,1,52,29,50,6.59,Moderate Risk
1205,5,60,18,11,10,0,59,33,52,6.22,Moderate Risk
1206,6,71,21,10,14,1,44,33,59,6.47,Moderate Risk
1207,4,64,19,13,11,1,57,27,56,6.08,Moderate Risk
1208,4,77,15,10,14,0,41,25,56,7.36,Moderate Risk
1209,3,77,15,11,14,0,49,30,52,7.29,Moderate Risk
1210,3,70,19,13,8,1,55,28,67,7.22,Moderate Risk
1211,6,65,19,10,10,0,56,33,52,6.66,Moderate Risk
1212,3,70,16,14,10,1,55,26,56,7.37,Moderate Risk
1213,1,69,15,13,10,0,44,26,59,6.62,Moderate Risk
1214,5,67,15,12,10,0,55,34,61,6.6,Moderate Risk
1215,4,71,16,11,9,1,48,31,67,7.26,Moderate Risk
1216,3,66,15,12,8,1,54,26,65,6.58,Moderate Risk
1217,4,79,20,11,10,1,56,32,52,6.16,Moderate Risk
1218,6,62,21,12,9,0,44,25,58,6.41,Moderate Risk
1219,3,79,19,12,11,0,45,33,61,6.39,Moderate Risk
1220,4,62,16,10,10,0,52,25,68,6.46,Moderate Risk
1221,1,74,17,12,10,0,40,31,50,6.91,Moderate Risk
1222,1,72,17,14,11,1,40,31,61,7.46,Moderate Risk
1223,6,79,21,12,8,1,42,25,67,7.3,Moderate Risk
1224,7,67,15,13,13,1,44,31,62,7.47,Moderate Risk
1225,7,65,15,12,14,0,45,32,65,6.96,Moderate Risk
1226,1,68,15,10,8,1,51,34,68,6.42,Moderate Risk
1227,4,78,21,11,14,0,45,27,55,6.79,Moderate Risk
1228,2,66,20,12,9,1,46,28,69,7.47,Moderate Risk
1229,5,71,19,14,13,1,58,34,54,7.47,Moderate Risk
1230,3,62,17,11,10,0,56,33,58,7.14,Moderate Risk
1231,2,72,21,14,12,0,47,28,59,6.48,Moderate Risk
1232,5,62,19,14,14,0,51,26,67,6.18,Moderate Risk
1233,2,62,17,13,14,0,57,28,67,7.03,Moderate Risk
1234,5,76,16,10,14,1,59,28,62,6.14,Moderate Risk
1235,7,61,15,13,8,0,43,27,61,7.02,Moderate Risk
1236,7,67,16,11,11,0,49,34,52,6.5,Moderate Risk
1237,2,68,18,12,13,1,44,28,57,7.23,Moderate Risk
1238,3,71,16,12,9,0,53,27,67,6.4,Moderate Risk
1239,6,69,17,13,14,0,40,34,67,7.33,Moderate Risk
1240,3,60,20,14,14,0,42,25,57,7.07,Moderate Risk
1241,6,78,15,10,14,1,52,25,68,6.5,Moderate Risk
1242,4,64,15,13,14,0,43,28,53,7.42,Moderate Risk
1243,3,64,15,11,10,0,56,25,69,6.86,Moderate Risk
1244,2,70,16,10,9,1,48,30,51,7.1,Moderate Risk
1245,2,74,16,14,8,0,56,33,67,6.16,Moderate Risk
1246,4,75,17,10,14,0,45,34,65,7.33,Moderate Risk
1247,6,72,18,14,13,1,50,32,52,6.12,Moderate Risk
1248,5,60,18,12,9,1,51,33,57,7.43,Moderate Risk
1249,4,66,16,12,8,1,43,26,67,6.75,Moderate Risk
1250,6,70,16,10,13,1,43,27,51,7.1,Moderate Risk
1251,4,78,20,10,9,0,50,31,58,6.04,Moderate Risk
1252,7,72,17,11,8,0,43,27,51,7.17,Moderate Risk
1253,2,65,19,14,11,1,44,28,58,7.04,Moderate Risk
1254,3,69,16,14,9,0,58,34,55,6.83,Moderate Risk
1255,5,65,21,12,10,0,54,33,68,7.01,Moderate Risk
1256,4,67,17,12,11,0,49,26,53,6.19,Moderate Risk
1257,6,75,17,14,10,1,56,33,66,6.56,Moderate Risk
1258,7,78,20,12,12,0,40,28,67,6.3,Moderate Risk
1259,3,65,15,10,10,0,54,31,60,6.1,Moderate Risk
1260,5,69,18,10,14,0,49,30,66,7.04,Moderate Risk
1261,2,76,20,14,12,1,55,30,52,7.4,Moderate Risk
1262,5,72,16,14,9,1,56,25,51,7.31,Moderate Risk
1263,4,66,19,14,11,1,56,28,65,7.03,Moderate Risk
1264,7,71,19,11,12,1,41,31,62,7.35,Moderate Risk
1265,1,62,15,11,10,0,54,30,55,6.01,Moderate Risk
1266,5,66,15,14,12,1,44,28,67,6.01,Moderate Risk
1267,2,77,16,14,13,1,54,29,52,6.32,Moderate Risk
1268,5,62,21,12,11,0,57,34,69,6.37,Moderate Risk
1269,2,75,15,10,12,1,51,27,59,6.99,Moderate Risk
1270,4,64,15,13,13,1,53,31,59,7.33,Moderate Risk
1271,4,75,16,12,14,0,48,25,51,6.5,Moderate Risk
1272,1,66,17,11,10,0,51,34,59,6.11,Moderate Risk
1273,7,69,18,11,11,1,44,29,61,7.25,Moderate Risk
1274,5,67,20,11,9,0,52,31,59,6.39,Moderate Risk
1275,6,74,19,13,8,1,45,27,68,7.14,Moderate Risk
1276,3,62,21,11,10,1,52,34,67,7.42,Moderate Risk
1277,4,62,21,10,10,1,51,28,56,6.28,Moderate Risk
1278,1,73,19,14,10,0,55,32,61,6.84,Moderate Risk
1279,7,74,20,14,13,0,52,34,67,6.6,Moderate Risk
1280,4,67,17,10,9,0,50,31,50,7.13,Moderate Risk
1281,7,65,18,11,11,0,53,28,58,6.73,Moderate Risk
1282,1,71,20,12,10,0,45,33,65,6.35,Moderate Risk
1283,6,64,19,13,9,1,45,33,66,6.93,Moderate Risk
1284,6,78,15,14,11,0,54,26,52,6.7,Moderate Risk
1285,2,69,17,12,10,0,47,27,67,6.49,Moderate Risk
1286,3,71,15,13,13,1,52,33,61,6.14,Moderate Risk
1287,7,72,20,12,10,1,58,33,65,7.06,Moderate Risk
1288,6,67,17,14,14,0,49,31,62,7.27,Moderate Risk
1289,6,66,19,13,13,0,44,29,67,6.76,Moderate Risk
1290,6,60,18,12,11,0,42,31,69,7.33,Moderate Risk
1291,3,75,15,12,12,1,53,34,64,6.63,Moderate Risk
1292,2,63,17,12,12,0,55,25,62,6.3,Moderate Risk
1293,3,67,15,13,13,0,42,28,69,6.62,Moderate Risk
1294,6,72,15,13,8,1,51,25,63,7.48,Moderate Risk
1295,6,60,16,10,14,0,52,33,64,6.96,Moderate Risk
1296,3,60,19,14,14,1,56,30,63,7.49,Moderate Risk
1297,6,66,21,12,14,1,58,30,50,6.03,Moderate Risk
1298,4,79,19,12,12,1,40,34,56,7.43,Moderate Risk
1299,6,72,19,13,8,1,54,28,62,6.05,Moderate Risk
1300,5,66,19,10,13,1,51,28,69,7.2,Moderate Risk
1301,1,67,19,14,13,0,40,28,51,7.49,Moderate Risk
1302,5,60,21,10,8,0,51,27,64,6.91,Moderate Risk
1303,2,65,19,10,12,1,56,29,68,6.98,Moderate Risk
1304,7,69,21,14,11,1,57,27,69,6.53,Moderate Risk
1305,5,78,18,14,12,1,46,34,59,6.03,Moderate Risk
1306,1,63,19,14,8,0,54,29,52,6.84,Moderate Risk
1307,1,64,15,11,14,1,53,28,69,7.1,Moderate Risk
1308,1,79,19,12,14,1,45,28,64,6.56,Moderate Risk
1309,4,71,21,14,12,0,56,29,64,6.61,Moderate Risk
1310,4,75,21,11,14,1,48,29,69,7.35,Moderate Risk
1311,5,79,17,12,14,0,49,28,54,6.47,Moderate Risk
1312,7,68,18,10,13,1,43,26,63,7.29,Moderate Risk
1313,5,65,17,14,9,1,44,33,69,6.32,Moderate Risk
1314,2,78,17,10,11,1,56,25,51,7.14,Moderate Risk
1315,5,74,21,12,10,1,42,30,53,6.9,Moderate Risk
1316,5,72,17,12,12,0,48,25,50,6.98,Moderate Risk
1317,2,69,18,10,13,0,48,32,59,7.32,Moderate Risk
1318,7,60,16,11,10,1,53,32,55,7.44,Moderate Risk
1319,3,74,20,14,12,0,50,33,52,7.27,Moderate Risk
1320,4,61,19,10,11,1,46,32,68,6.7,Moderate Risk
1321,2,60,20,14,13,0,50,27,68,6.69,Moderate Risk
1322,7,70,21,11,10,1,52,29,53,6.4,Moderate Risk
1323,1,76,16,14,14,0,51,29,60,7.15,Moderate Risk
1324,2,71,18,11,9,0,43,28,65,7.43,Moderate Risk
1325,2,62,17,12,10,0,59,27,57,7.44,Moderate Risk
1326,3,65,19,11,13,0,49,28,51,6.05,Moderate Risk
1327,7,75,21,11,10,1,56,27,54,7.36,Moderate Risk
1328,5,72,17,12,14,0,57,27,53,6.97,Moderate Risk
1329,7,64,21,11,8,1,49,32,50,6.4,Moderate Risk
1330,3,69,20,10,9,0,46,32,69,6.62,Moderate Risk
1331,1,68,16,10,8,1,51,29,62,7.12,Moderate Risk
1332,7,70,19,11,11,1,41,34,65,6.64,Moderate Risk
1333,2,78,21,10,11,0,44,33,53,6.47,Moderate Risk
1334,5,61,21,13,8,1,51,27,66,6.32,Moderate Risk
1335,2,70,19,12,9,1,47,28,57,6.42,Moderate Risk
1336,6,61,15,12,12,0,54,27,63,6.65,Moderate Risk
1337,2,78,18,10,11,1,42,29,52,7.4,Moderate Risk
1338,3,61,18,14,13,0,53,30,59,6.32,Moderate Risk
1339,6,75,21,14,13,1,59,34,60,7.21,Moderate Risk
1340,1,64,19,14,13,0,56,29,56,6.74,Moderate Risk
1341,6,71,21,14,9,0,48,32,63,6.51,Moderate Risk
1342,2,79,18,11,12,0,58,32,59,7.1,Moderate Risk
1343,5,62,16,14,8,1,45,34,69,6.49,Moderate Risk
1344,2,79,21,11,8,1,58,32,55,6.72,Moderate Risk
1345,2,73,18,14,8,1,41,31,65,6.13,Moderate Risk
1346,6,73,18,10,8,1,59,29,64,6.54,Moderate Risk
1347,3,66,19,11,10,1,52,30,50,6.88,Moderate Risk
1348,3,71,17,11,14,0,46,31,62,6.88,Moderate Risk
1349,6,76,15,13,12,1,43,33,51,6.03,Moderate Risk
1350,2,64,17,11,9,1,49,29,66,6.71,Moderate Risk
1351,7,76,15,13,13,1,47,31,54,6.1,Moderate Risk
1352,4,73,15,12,9,1,47,30,63,7.09,Moderate Risk
1353,5,67,17,13,12,0,57,27,62,6.34,Moderate Risk
